Launch_Tag	Launch_Date	Piece	Type	Name	PLName	JCAT	SatOwner	SatState	LV_Type	Flight_ID	Platform	Launch_Site	Launch_Pad	Ascent_Site	Ascent_Pad	Agency	LVState	Launch_Code	LTCite
2023-138 	2023 Sep  9 0312:50	2023-138U	P      O    	Starlink 30422	Starlink Group 6-14-19	S57826	SPXS	US	Falcon 9	255/B1076.7	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-138 	2023 Sep  9 0312:50	2023-138V	P      O    	Starlink 30402	Starlink Group 6-14-20	S57827	SPXS	US	Falcon 9	255/B1076.7	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-138 	2023 Sep  9 0312:50	2023-138W	P      O    	Starlink 30411	Starlink Group 6-14-21	S57828	SPXS	US	Falcon 9	255/B1076.7	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-138 	2023 Sep  9 0312:50	2023-138X	P      O    	Starlink 30418	Starlink Group 6-14-22	S57829	SPXS	US	Falcon 9	255/B1076.7	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-139 	2023 Sep 10 0430	2023-139A	P           	Yaogan 40 hao 01 xing	Yaogan 40 01 xing	S57830	CAST	CN	Chang Zheng 6A	Y5	-	TYSC	LC16	-	-	SAST	CN	OS	nasaspaceflight.com
2023-139 	2023 Sep 10 0430	2023-139C	P           	Yaogan 40 hao 02 xing	Yaogan 40 02 xing	S57832	CAST	CN	Chang Zheng 6A	Y5	-	TYSC	LC16	-	-	SAST	CN	OS	nasaspaceflight.com
2023-139 	2023 Sep 10 0430	2023-139D	P           	Yaogan 40 hao 03 xing	Yaogan 40 03 xing	S57833	CAST	CN	Chang Zheng 6A	Y5	-	TYSC	LC16	-	-	SAST	CN	OS	nasaspaceflight.com
2023-140 	2023 Sep 10 1247:00	2023-140A	P           	USA 346	SILENT BARKER 1	S57836	NRO/SFSSC	US	Atlas V 551	AV-102	-	CC	SLC41	-	-	ULAL	US	OS	Wire
2023-140 	2023 Sep 10 1247:00	2023-140B	P           	USA 347	SILENT BARKER 2	S57837	NRO/SFSSC	US	Atlas V 551	AV-102	-	CC	SLC41	-	-	ULAL	US	OS	Wire
2023-140 	2023 Sep 10 1247:00	2023-140C	P           	USA 348	SILENT BARKER 3	S57838	NRO/SFSSC	US	Atlas V 551	AV-102	-	CC	SLC41	-	-	ULAL	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141A	P      D    	Starlink 30285	Starlink Group 7-2-01	S57840	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141B	P      D    	Starlink 30410	Starlink Group 7-2-02	S57841	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141C	P      D    	Starlink 30435	Starlink Group 7-2-03	S57842	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141D	P      D    	Starlink 30423	Starlink Group 7-2-04	S57843	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141E	P      D    	Starlink 30292	Starlink Group 7-2-05	S57844	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141F	P      A r  	Starlink 30419	Starlink Group 7-2-06	S57845	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141G	P      D r  	Starlink 30420	Starlink Group 7-2-07	S57846	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141H	P      D    	Starlink 30416	Starlink Group 7-2-08	S57847	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141J	P      D    	Starlink 30426	Starlink Group 7-2-09	S57848	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141K	P      D    	Starlink 30430	Starlink Group 7-2-10	S57849	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141L	P      D    	Starlink 30425	Starlink Group 7-2-11	S57850	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141M	P      D    	Starlink 30405	Starlink Group 7-2-12	S57851	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141N	P      D    	Starlink 30431	Starlink Group 7-2-13	S57852	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141P	P      D    	Starlink 30404	Starlink Group 7-2-14	S57853	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141Q	P      D    	Starlink 30412	Starlink Group 7-2-15	S57854	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141R	P      D    	Starlink 30392	Starlink Group 7-2-16	S57855	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141S	P      D    	Starlink 30291	Starlink Group 7-2-17	S57856	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141T	P      A r  	Starlink 30424	Starlink Group 7-2-18	S57857	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141U	P      D    	Starlink 30290	Starlink Group 7-2-19	S57858	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141V	P      D    	Starlink 30414	Starlink Group 7-2-20	S57859	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-141 	2023 Sep 12 0657:50	2023-141W	P      D    	Starlink 30272	Starlink Group 7-2-21	S57860	SPXS	US	Falcon 9	256/B1071.11	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-142 	2023 Sep 15 0228	2023-142A	P           	VICTUS NOX	VICTUS NOX	S57861	SFSSC	US	Firefly Alpha	FLTA003	-	V	SLC2W	-	-	FFLY	US	OS	nasaspaceflight
2023-143 	2023 Sep 15 1544:35	2023-143A	PH-H-V-     	Soyuz MS-24	Soyuz 11F732A48 No. 755	S57862	RKKE	RU	Soyuz-2-1A	M 15000-061	-	GIK-5	LC31	-	-	FKA	RU	OS	spaceflightnow.com
2023-144 	2023 Sep 16 0338:20	2023-144A	P      D    	Starlink 30432	Starlink Group 6-16-01	S57864	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144B	P      D    	Starlink 30427	Starlink Group 6-16-02	S57865	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144C	P      O    	Starlink 30393	Starlink Group 6-16-03	S57866	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144D	P      D    	Starlink 30439	Starlink Group 6-16-04	S57867	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144E	P      O    	Starlink 30442	Starlink Group 6-16-05	S57868	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144F	P      O    	Starlink 30441	Starlink Group 6-16-06	S57869	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144G	P      D    	Starlink 30460	Starlink Group 6-16-07	S57870	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144H	P      A    	Starlink 30444	Starlink Group 6-16-08	S57871	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144J	P      D    	Starlink 30446	Starlink Group 6-16-09	S57872	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144K	P      O    	Starlink 30445	Starlink Group 6-16-10	S57873	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144L	P      A    	Starlink 30447	Starlink Group 6-16-11	S57874	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144M	P      O    	Starlink 30434	Starlink Group 6-16-12	S57875	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144N	P      O    	Starlink 30429	Starlink Group 6-16-13	S57876	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144P	P      A    	Starlink 30284	Starlink Group 6-16-14	S57877	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144Q	P      O    	Starlink 30433	Starlink Group 6-16-15	S57878	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144R	P      O    	Starlink 30358	Starlink Group 6-16-16	S57879	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144S	P      O    	Starlink 30436	Starlink Group 6-16-17	S57880	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144T	P      O    	Starlink 30406	Starlink Group 6-16-18	S57881	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144U	P      O    	Starlink 30339	Starlink Group 6-16-19	S57882	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144V	P      O    	Starlink 30282	Starlink Group 6-16-20	S57883	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144W	P      O    	Starlink 30340	Starlink Group 6-16-21	S57884	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-144 	2023 Sep 16 0338:20	2023-144X	P      O    	Starlink 30279	Starlink Group 6-16-22	S57885	SPXS	US	Falcon 9	257/B1078.5	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-145 	2023 Sep 17 0413	2023-145A	P           	Yaogan 39 02 zu 01 xing	Yaogan 39-02 A	S57886	CASC	CN	Chang Zheng 2D	Y83	-	XSC	LC3	-	-	SAST	CN	OS	nasaspaceflight.com
2023-145 	2023 Sep 17 0413	2023-145D	P           	Yaogan 39 02 zu 02 xing	Yaogan 39-02 B	S57889	CASC	CN	Chang Zheng 2D	Y83	-	XSC	LC3	-	-	SAST	CN	OS	nasaspaceflight.com
2023-145 	2023 Sep 17 0413	2023-145E	P           	Yaogan 39 02 zu 03 xing	Yaogan 39-02 C	S57890	CASC	CN	Chang Zheng 2D	Y83	-	XSC	LC3	-	-	SAST	CN	OS	nasaspaceflight.com
2023-F08  	2023 Sep 19 0655	2023-F08	P           	Capella 12	Acadia 2	F01684	CAPSP	US	Electron	41	-	MAHIA	LC1B	-	-	RLABN	NZ	OF	Wire
2023-146 	2023 Sep 20 0338:10	2023-146A	P      D    	Starlink 30465	Starlink Group 6-17-01	S57891	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146B	P      D    	Starlink 30470	Starlink Group 6-17-02	S57892	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146C	P      O    	Starlink 30473	Starlink Group 6-17-03	S57893	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146D	P      D    	Starlink 30443	Starlink Group 6-17-04	S57894	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146E	P      D    	Starlink 30467	Starlink Group 6-17-05	S57895	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146F	P      D    	Starlink 30469	Starlink Group 6-17-06	S57896	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146G	P      D    	Starlink 30474	Starlink Group 6-17-07	S57897	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146H	P      D    	Starlink 30479	Starlink Group 6-17-08	S57898	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146J	P      D    	Starlink 30481	Starlink Group 6-17-09	S57899	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146K	P      D    	Starlink 30457	Starlink Group 6-17-10	S57900	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146L	P      D    	Starlink 30472	Starlink Group 6-17-11	S57901	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146M	P      D    	Starlink 30462	Starlink Group 6-17-12	S57902	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146N	P      D    	Starlink 30449	Starlink Group 6-17-13	S57903	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146P	P      D    	Starlink 30466	Starlink Group 6-17-14	S57904	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146Q	P      D    	Starlink 30451	Starlink Group 6-17-15	S57905	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146R	P      D    	Starlink 30428	Starlink Group 6-17-16	S57906	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146S	P      D    	Starlink 30482	Starlink Group 6-17-17	S57907	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146T	P      D    	Starlink 30464	Starlink Group 6-17-18	S57908	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146U	P      D    	Starlink 30463	Starlink Group 6-17-19	S57909	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146V	P      D    	Starlink 30453	Starlink Group 6-17-20	S57910	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146W	P      D    	Starlink 30478	Starlink Group 6-17-21	S57911	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-146 	2023 Sep 20 0338:10	2023-146X	P      D    	Starlink 30477	Starlink Group 6-17-22	S57912	SPXS	US	Falcon 9	258/B1058.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-F09  	2023 Sep 21 0459:10	2023-F09	P           	Jilin-1 GaoFen 04B	Jilin-1 GaoFen 04B	F01686	CGSTL	CN	Gushenxing 1	Y11	-	JQ	LC43/95A	-	-	XIDO	CN	OF	nasaspaceflight.com
2023-147 	2023 Sep 24 0338:30	2023-147A	P      D    	Starlink 30450	Starlink Group 6-18-01	S57913	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147B	P      D    	Starlink 30483	Starlink Group 6-18-02	S57914	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147C	P      D    	Starlink 30454	Starlink Group 6-18-03	S57915	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147D	P      D    	Starlink 30491	Starlink Group 6-18-04	S57916	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147E	P      D    	Starlink 30501	Starlink Group 6-18-05	S57917	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147F	P      D    	Starlink 30499	Starlink Group 6-18-06	S57918	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147G	P      D    	Starlink 30496	Starlink Group 6-18-07	S57919	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147H	P      D    	Starlink 30485	Starlink Group 6-18-08	S57920	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147J	P      D    	Starlink 30492	Starlink Group 6-18-09	S57921	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147K	P      F r  	Starlink 30490	Starlink Group 6-18-10	S57922	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147L	P      D    	Starlink 30440	Starlink Group 6-18-11	S57923	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147M	P      D    	Starlink 30487	Starlink Group 6-18-12	S57924	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147N	P      D    	Starlink 30452	Starlink Group 6-18-13	S57925	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147P	P      A    	Starlink 30468	Starlink Group 6-18-14	S57926	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147Q	P      D    	Starlink 30459	Starlink Group 6-18-15	S57927	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147R	P      D    	Starlink 30448	Starlink Group 6-18-16	S57928	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147S	P      D    	Starlink 30475	Starlink Group 6-18-17	S57929	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147T	P      A    	Starlink 30476	Starlink Group 6-18-18	S57930	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147U	P      D    	Starlink 30488	Starlink Group 6-18-19	S57931	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147V	P      D    	Starlink 30471	Starlink Group 6-18-20	S57932	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147W	P      A    	Starlink 30461	Starlink Group 6-18-21	S57933	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-147 	2023 Sep 24 0338:30	2023-147X	P      D    	Starlink 30458	Starlink Group 6-18-22	S57934	SPXS	US	Falcon 9	259/B1060.17	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148A	P      D    	Starlink 30712	Starlink Group 7-3-01	S57935	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148B	P      D    	Starlink 30716	Starlink Group 7-3-02	S57936	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148C	P      D    	Starlink 30400	Starlink Group 7-3-03	S57937	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148D	P      A    	Starlink 30710	Starlink Group 7-3-04	S57938	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148E	P      D    	Starlink 30714	Starlink Group 7-3-05	S57939	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148F	P      D    	Starlink 30711	Starlink Group 7-3-06	S57940	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148G	P      D    	Starlink 30715	Starlink Group 7-3-07	S57941	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148H	P      D    	Starlink 30455	Starlink Group 7-3-08	S57942	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148J	P      D    	Starlink 30456	Starlink Group 7-3-09	S57943	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148K	P      D    	Starlink 30708	Starlink Group 7-3-10	S57944	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148L	P      D    	Starlink 30705	Starlink Group 7-3-11	S57945	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148M	P      A    	Starlink 30704	Starlink Group 7-3-12	S57946	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148N	P      D    	Starlink 30706	Starlink Group 7-3-13	S57947	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148P	P      D    	Starlink 30709	Starlink Group 7-3-14	S57948	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148Q	P      D    	Starlink 30707	Starlink Group 7-3-15	S57949	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148R	P      D    	Starlink 30701	Starlink Group 7-3-16	S57950	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148S	P      D    	Starlink 30399	Starlink Group 7-3-17	S57951	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148T	P      D    	Starlink 30713	Starlink Group 7-3-18	S57952	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148U	P      A    	Starlink 30700	Starlink Group 7-3-19	S57953	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148V	P      A    	Starlink 30703	Starlink Group 7-3-20	S57954	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-148 	2023 Sep 25 0848:20	2023-148W	P      A    	Starlink 30702	Starlink Group 7-3-21	S57955	SPXS	US	Falcon 9	260/B1075.6	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-149 	2023 Sep 26 2015	2023-149A	P           	Yaogan 33-04	SAST Radar C 04	S57958	ZLZB	CN	Chang Zheng 4C	Y54	-	JQ	LC43/94	-	-	SAST	CN	OS	nasaspaceflight.com
2023-150 	2023 Sep 27 0600?	2023-150A	P           	Noor 3	Noor 3	S57962	IRGC	IR	Qased	-	-	SHAHR	LP1	-	-	IRGC	IR	OS	TLE
2023-151 	2023 Sep 30 0200:00	2023-151A	P      D    	Starlink 30396	Starlink Group 6-19-01	S57964	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151B	P      D    	Starlink 30524	Starlink Group 6-19-02	S57965	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151C	P      D    	Starlink 30521	Starlink Group 6-19-03	S57966	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
